산출기준,연도,질환구분,성별,연령,등록건수
신규등록자,2020,중증치매(V800),남,70~74,54
신규등록자,2020,중증치매(V800),남,75~79,71
신규등록자,2020,중증치매(V800),남,80~84,68
신규등록자,2020,중증치매(V800),남,85~89,31
신규등록자,2020,중증치매(V800),남,90~94,6
신규등록자,2020,중증치매(V800),남,95~99,0
신규등록자,2020,중증치매(V800),남,100 이상,0
신규등록자,2020,중증치매(V800),여,0~4,0
신규등록자,2020,중증치매(V800),여,5~9,0
신규등록자,2020,중증치매(V800),여,10~14,0
신규등록자,2020,중증치매(V800),여,15~19,0
신규등록자,2020,중증치매(V800),여,20~24,0
신규등록자,2020,중증치매(V800),여,25~29,0
신규등록자,2020,중증치매(V800),여,30~34,0
신규등록자,2020,중증치매(V800),여,35~39,0
신규등록자,2020,중증치매(V800),여,40~44,0
신규등록자,2020,중증치매(V800),여,45~49,7
신규등록자,2020,중증치매(V800),여,50~54,28
신규등록자,2020,중증치매(V800),여,55~59,84
신규등록자,2020,중증치매(V800),여,60~64,161
신규등록자,2020,중증치매(V800),여,65~69,129
신규등록자,2020,중증치매(V800),여,70~74,62
신규등록자,2020,중증치매(V800),여,75~79,87
신규등록자,2020,중증치매(V800),여,80~84,111
신규등록자,2020,중증치매(V800),여,85~89,79
신규등록자,2020,중증치매(V800),여,90~94,16
신규등록자,2020,중증치매(V800),여,95~99,7
신규등록자,2020,중증치매(V800),여,100 이상,0
신규등록자,2021,중증치매(V800),남,0~4,0
신규등록자,2021,중증치매(V800),남,5~9,0
신규등록자,2021,중증치매(V800),남,10~14,0
신규등록자,2021,중증치매(V800),남,15~19,0
신규등록자,2021,중증치매(V800),남,20~24,0
신규등록자,2021,중증치매(V800),남,25~29,0
신규등록자,2021,중증치매(V800),남,30~34,0
신규등록자,2021,중증치매(V800),남,35~39,0
신규등록자,2021,중증치매(V800),남,40~44,0
신규등록자,2021,중증치매(V800),남,45~49,5
신규등록자,2021,중증치매(V800),남,50~54,17
신규등록자,2021,중증치매(V800),남,55~59,52
신규등록자,2021,중증치매(V800),남,60~64,73
신규등록자,2021,중증치매(V800),남,65~69,93
신규등록자,2021,중증치매(V800),남,70~74,51
신규등록자,2021,중증치매(V800),남,75~79,63
신규등록자,2021,중증치매(V800),남,80~84,75
신규등록자,2021,중증치매(V800),남,85~89,41
신규등록자,2021,중증치매(V800),남,90~94,11
신규등록자,2021,중증치매(V800),남,95~99,2
신규등록자,2021,중증치매(V800),남,100 이상,0
신규등록자,2021,중증치매(V800),여,0~4,0
신규등록자,2021,중증치매(V800),여,5~9,0
신규등록자,2021,중증치매(V800),여,10~14,0
신규등록자,2021,중증치매(V800),여,15~19,0
신규등록자,2021,중증치매(V800),여,20~24,0
신규등록자,2021,중증치매(V800),여,25~29,1
신규등록자,2021,중증치매(V800),여,30~34,0
신규등록자,2021,중증치매(V800),여,35~39,0
신규등록자,2021,중증치매(V800),여,40~44,0
신규등록자,2021,중증치매(V800),여,45~49,5
신규등록자,2021,중증치매(V800),여,50~54,30
신규등록자,2021,중증치매(V800),여,55~59,92
신규등록자,2021,중증치매(V800),여,60~64,155
신규등록자,2021,중증치매(V800),여,65~69,130
신규등록자,2021,중증치매(V800),여,70~74,80
신규등록자,2021,중증치매(V800),여,75~79,107
신규등록자,2021,중증치매(V800),여,80~84,126
신규등록자,2021,중증치매(V800),여,85~89,57
신규등록자,2021,중증치매(V800),여,90~94,31
신규등록자,2021,중증치매(V800),여,95~99,5
신규등록자,2021,중증치매(V800),여,100 이상,0
신규등록자,2022,중증치매(V800),남,0~4,0
신규등록자,2022,중증치매(V800),남,5~9,0
신규등록자,2022,중증치매(V800),남,10~14,0
신규등록자,2022,중증치매(V800),남,15~19,0
신규등록자,2022,중증치매(V800),남,20~24,0
신규등록자,2022,중증치매(V800),남,25~29,0
신규등록자,2022,중증치매(V800),남,30~34,0
신규등록자,2022,중증치매(V800),남,35~39,0
신규등록자,2022,중증치매(V800),남,40~44,1
신규등록자,2022,중증치매(V800),남,45~49,1
신규등록자,2022,중증치매(V800),남,50~54,13
신규등록자,2022,중증치매(V800),남,55~59,54
신규등록자,2022,중증치매(V800),남,60~64,121
신규등록자,2022,중증치매(V800),남,65~69,93
신규등록자,2022,중증치매(V800),남,70~74,64
신규등록자,2022,중증치매(V800),남,75~79,80
신규등록자,2022,중증치매(V800),남,80~84,88
신규등록자,2022,중증치매(V800),남,85~89,55
신규등록자,2022,중증치매(V800),남,90~94,13
신규등록자,2022,중증치매(V800),남,95~99,0
신규등록자,2022,중증치매(V800),남,100 이상,1
신규등록자,2022,중증치매(V800),여,0~4,0
신규등록자,2022,중증치매(V800),여,5~9,0
신규등록자,2022,중증치매(V800),여,10~14,0
신규등록자,2022,중증치매(V800),여,15~19,0
신규등록자,2022,중증치매(V800),여,20~24,0
신규등록자,2022,중증치매(V800),여,25~29,0
신규등록자,2022,중증치매(V800),여,30~34,0
신규등록자,2022,중증치매(V800),여,35~39,1
신규등록자,2022,중증치매(V800),여,40~44,3
신규등록자,2022,중증치매(V800),여,45~49,7
신규등록자,2022,중증치매(V800),여,50~54,39
신규등록자,2022,중증치매(V800),여,55~59,98
신규등록자,2022,중증치매(V800),여,60~64,191
신규등록자,2022,중증치매(V800),여,65~69,146
신규등록자,2022,중증치매(V800),여,70~74,92
신규등록자,2022,중증치매(V800),여,75~79,89
신규등록자,2022,중증치매(V800),여,80~84,130
신규등록자,2022,중증치매(V800),여,85~89,90
신규등록자,2022,중증치매(V800),여,90~94,29
신규등록자,2022,중증치매(V800),여,95~99,4
신규등록자,2022,중증치매(V800),여,100 이상,0
신규등록자,2023,중증치매(V800),남,0~4,0
신규등록자,2023,중증치매(V800),남,5~9,0
신규등록자,2023,중증치매(V800),남,10~14,0
신규등록자,2023,중증치매(V800),남,15~19,0
신규등록자,2023,중증치매(V800),남,20~24,0
신규등록자,2023,중증치매(V800),남,25~29,0
신규등록자,2023,중증치매(V800),남,30~34,0
신규등록자,2023,중증치매(V800),남,35~39,2
신규등록자,2023,중증치매(V800),남,40~44,1
신규등록자,2023,중증치매(V800),남,45~49,6
신규등록자,2023,중증치매(V800),남,50~54,18
신규등록자,2023,중증치매(V800),남,55~59,69
신규등록자,2023,중증치매(V800),남,60~64,138
신규등록자,2023,중증치매(V800),남,65~69,119
신규등록자,2023,중증치매(V800),남,70~74,88
신규등록자,2023,중증치매(V800),남,75~79,80
신규등록자,2023,중증치매(V800),남,80~84,98
신규등록자,2023,중증치매(V800),남,85~89,66
신규등록자,2023,중증치매(V800),남,90~94,15
신규등록자,2023,중증치매(V800),남,95~99,5
신규등록자,2023,중증치매(V800),남,100 이상,0
신규등록자,2023,중증치매(V800),여,0~4,0
신규등록자,2023,중증치매(V800),여,5~9,0
신규등록자,2023,중증치매(V800),여,10~14,0
신규등록자,2023,중증치매(V800),여,15~19,0
신규등록자,2023,중증치매(V800),여,20~24,0
신규등록자,2023,중증치매(V800),여,25~29,0
신규등록자,2023,중증치매(V800),여,30~34,0
신규등록자,2023,중증치매(V800),여,35~39,0
신규등록자,2023,중증치매(V800),여,40~44,2
신규등록자,2023,중증치매(V800),여,45~49,4
신규등록자,2023,중증치매(V800),여,50~54,32
신규등록자,2023,중증치매(V800),여,55~59,116
신규등록자,2023,중증치매(V800),여,60~64,206
신규등록자,2023,중증치매(V800),여,65~69,160
신규등록자,2023,중증치매(V800),여,70~74,91
신규등록자,2023,중증치매(V800),여,75~79,117
신규등록자,2023,중증치매(V800),여,80~84,140
신규등록자,2023,중증치매(V800),여,85~89,116
신규등록자,2023,중증치매(V800),여,90~94,41
신규등록자,2023,중증치매(V800),여,95~99,11
신규등록자,2023,중증치매(V800),여,100 이상,0
신규등록자,2015,중증치매(V810),남,0~4,0
신규등록자,2015,중증치매(V810),남,5~9,0
신규등록자,2015,중증치매(V810),남,10~14,0
신규등록자,2015,중증치매(V810),남,15~19,0
신규등록자,2015,중증치매(V810),남,20~24,0
신규등록자,2015,중증치매(V810),남,25~29,0
신규등록자,2015,중증치매(V810),남,30~34,0
신규등록자,2015,중증치매(V810),남,35~39,0
신규등록자,2015,중증치매(V810),남,40~44,0
신규등록자,2015,중증치매(V810),남,45~49,0
신규등록자,2015,중증치매(V810),남,50~54,0
신규등록자,2015,중증치매(V810),남,55~59,0
신규등록자,2015,중증치매(V810),남,60~64,0
신규등록자,2015,중증치매(V810),남,65~69,0
신규등록자,2015,중증치매(V810),남,70~74,0
신규등록자,2015,중증치매(V810),남,75~79,0
신규등록자,2015,중증치매(V810),남,80~84,0
신규등록자,2015,중증치매(V810),남,85~89,0
신규등록자,2015,중증치매(V810),남,90~94,0
신규등록자,2015,중증치매(V810),남,95~99,0
신규등록자,2015,중증치매(V810),남,100 이상,0
신규등록자,2015,중증치매(V810),여,0~4,0
신규등록자,2015,중증치매(V810),여,5~9,0
신규등록자,2015,중증치매(V810),여,10~14,0
신규등록자,2015,중증치매(V810),여,15~19,0
신규등록자,2015,중증치매(V810),여,20~24,0
신규등록자,2015,중증치매(V810),여,25~29,0
신규등록자,2015,중증치매(V810),여,30~34,0
신규등록자,2015,중증치매(V810),여,35~39,0
신규등록자,2015,중증치매(V810),여,40~44,0
신규등록자,2015,중증치매(V810),여,45~49,0
신규등록자,2015,중증치매(V810),여,50~54,0
신규등록자,2015,중증치매(V810),여,55~59,0
신규등록자,2015,중증치매(V810),여,60~64,0
신규등록자,2015,중증치매(V810),여,65~69,0
신규등록자,2015,중증치매(V810),여,70~74,0
신규등록자,2015,중증치매(V810),여,75~79,0
신규등록자,2015,중증치매(V810),여,80~84,0
신규등록자,2015,중증치매(V810),여,85~89,0
신규등록자,2015,중증치매(V810),여,90~94,0
신규등록자,2015,중증치매(V810),여,95~99,0
신규등록자,2015,중증치매(V810),여,100 이상,0
신규등록자,2016,중증치매(V810),남,0~4,0
신규등록자,2016,중증치매(V810),남,5~9,0
신규등록자,2016,중증치매(V810),남,10~14,0
신규등록자,2016,중증치매(V810),남,15~19,0
신규등록자,2016,중증치매(V810),남,20~24,0
신규등록자,2016,중증치매(V810),남,25~29,0
신규등록자,2016,중증치매(V810),남,30~34,0
신규등록자,2016,중증치매(V810),남,35~39,0
신규등록자,2016,중증치매(V810),남,40~44,0
신규등록자,2016,중증치매(V810),남,45~49,0
신규등록자,2016,중증치매(V810),남,50~54,0
신규등록자,2016,중증치매(V810),남,55~59,0
신규등록자,2016,중증치매(V810),남,60~64,0
신규등록자,2016,중증치매(V810),남,65~69,0
신규등록자,2016,중증치매(V810),남,70~74,0
신규등록자,2016,중증치매(V810),남,75~79,0
신규등록자,2016,중증치매(V810),남,80~84,0
신규등록자,2016,중증치매(V810),남,85~89,0
신규등록자,2016,중증치매(V810),남,90~94,0
신규등록자,2016,중증치매(V810),남,95~99,0
신규등록자,2016,중증치매(V810),남,100 이상,0
신규등록자,2016,중증치매(V810),여,0~4,0
신규등록자,2016,중증치매(V810),여,5~9,0
신규등록자,2016,중증치매(V810),여,10~14,0
신규등록자,2016,중증치매(V810),여,15~19,0
신규등록자,2016,중증치매(V810),여,20~24,0
신규등록자,2016,중증치매(V810),여,25~29,0
신규등록자,2016,중증치매(V810),여,30~34,0
신규등록자,2016,중증치매(V810),여,35~39,0
신규등록자,2016,중증치매(V810),여,40~44,0
신규등록자,2016,중증치매(V810),여,45~49,0
신규등록자,2016,중증치매(V810),여,50~54,0
신규등록자,2016,중증치매(V810),여,55~59,0
신규등록자,2016,중증치매(V810),여,60~64,0
신규등록자,2016,중증치매(V810),여,65~69,0
신규등록자,2016,중증치매(V810),여,70~74,0
신규등록자,2016,중증치매(V810),여,75~79,0
신규등록자,2016,중증치매(V810),여,80~84,0
신규등록자,2016,중증치매(V810),여,85~89,0
신규등록자,2016,중증치매(V810),여,90~94,0
신규등록자,2016,중증치매(V810),여,95~99,0
신규등록자,2016,중증치매(V810),여,100 이상,0
신규등록자,2017,중증치매(V810),남,0~4,0
신규등록자,2017,중증치매(V810),남,5~9,0
신규등록자,2017,중증치매(V810),남,10~14,0
신규등록자,2017,중증치매(V810),남,15~19,0
신규등록자,2017,중증치매(V810),남,20~24,0
신규등록자,2017,중증치매(V810),남,25~29,0
신규등록자,2017,중증치매(V810),남,30~34,0
신규등록자,2017,중증치매(V810),남,35~39,0
신규등록자,2017,중증치매(V810),남,40~44,1
신규등록자,2017,중증치매(V810),남,45~49,3
신규등록자,2017,중증치매(V810),남,50~54,7
신규등록자,2017,중증치매(V810),남,55~59,29
신규등록자,2017,중증치매(V810),남,60~64,59
신규등록자,2017,중증치매(V810),남,65~69,178
신규등록자,2017,중증치매(V810),남,70~74,470
신규등록자,2017,중증치매(V810),남,75~79,976
신규등록자,2017,중증치매(V810),남,80~84,975
신규등록자,2017,중증치매(V810),남,85~89,519
신규등록자,2017,중증치매(V810),남,90~94,173
신규등록자,2017,중증치매(V810),남,95~99,38
신규등록자,2017,중증치매(V810),남,100 이상,9
신규등록자,2017,중증치매(V810),여,0~4,0
신규등록자,2017,중증치매(V810),여,5~9,0
신규등록자,2017,중증치매(V810),여,10~14,0
신규등록자,2017,중증치매(V810),여,15~19,0
신규등록자,2017,중증치매(V810),여,20~24,0
신규등록자,2017,중증치매(V810),여,25~29,0
신규등록자,2017,중증치매(V810),여,30~34,0
신규등록자,2017,중증치매(V810),여,35~39,0
신규등록자,2017,중증치매(V810),여,40~44,0
신규등록자,2017,중증치매(V810),여,45~49,1
신규등록자,2017,중증치매(V810),여,50~54,2
신규등록자,2017,중증치매(V810),여,55~59,30
신규등록자,2017,중증치매(V810),여,60~64,75
신규등록자,2017,중증치매(V810),여,65~69,264
신규등록자,2017,중증치매(V810),여,70~74,772
신규등록자,2017,중증치매(V810),여,75~79,2064
